province_territory,2016,2017,2018,2019,2020,2021,2022,2023,region_code,region_name,noc_code,occupational_skill_type
Quebec,1174.0,1180.0,1237.0,1396.0,1342.0,1881.0,2040.0,1757.0,2420,Capitale-Nationale,8,"Natural resources, agriculture and related production occupations"
Quebec,0.0,0.0,1.0,83.0,119.0,137.0,609.0,389.0,2420,Capitale-Nationale,9,Occupations in manufacturing and utilities
Quebec,2.0,0.0,2.0,7.0,3.0,2.0,15.0,14.0,2425,Chaudière-Appalaches,0,Management occupations
Quebec,3.0,1.0,1.0,7.0,4.0,11.0,32.0,66.0,2425,Chaudière-Appalaches,1,"Business, finance and administration occupations"
Quebec,36.0,38.0,50.0,102.0,57.0,49.0,204.0,119.0,2425,Chaudière-Appalaches,2,Natural and applied sciences and related occupations
Quebec,0.0,0.0,6.0,45.0,54.0,57.0,145.0,168.0,2425,Chaudière-Appalaches,3,Health occupations
Quebec,1.0,0.0,0.0,0.0,3.0,2.0,11.0,16.0,2425,Chaudière-Appalaches,4,"Occupations in education, law and social, community and government services"
Quebec,0.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,2425,Chaudière-Appalaches,5,"Occupations in art, culture, recreation and sport"
Quebec,8.0,5.0,26.0,113.0,180.0,83.0,583.0,539.0,2425,Chaudière-Appalaches,6,Sales and service occupations
Quebec,83.0,141.0,264.0,454.0,592.0,396.0,1511.0,952.0,2425,Chaudière-Appalaches,7,"Trades, transport and equipment operators and related occupations"
Quebec,873.0,751.0,1026.0,1631.0,1497.0,2103.0,2411.0,1957.0,2425,Chaudière-Appalaches,8,"Natural resources, agriculture and related production occupations"
Quebec,11.0,156.0,179.0,653.0,664.0,486.0,1702.0,864.0,2425,Chaudière-Appalaches,9,Occupations in manufacturing and utilities
Quebec,6.0,4.0,4.0,1.0,2.0,4.0,8.0,12.0,2430,Estrie,0,Management occupations
Quebec,4.0,1.0,0.0,6.0,8.0,8.0,28.0,41.0,2430,Estrie,1,"Business, finance and administration occupations"
Quebec,25.0,15.0,40.0,64.0,94.0,109.0,155.0,135.0,2430,Estrie,2,Natural and applied sciences and related occupations
Quebec,30.0,7.0,5.0,12.0,25.0,20.0,56.0,73.0,2430,Estrie,3,Health occupations
Quebec,6.0,0.0,2.0,6.0,9.0,19.0,26.0,22.0,2430,Estrie,4,"Occupations in education, law and social, community and government services"
Quebec,3.0,1.0,2.0,2.0,2.0,7.0,4.0,8.0,2430,Estrie,5,"Occupations in art, culture, recreation and sport"
Quebec,6.0,11.0,18.0,27.0,44.0,31.0,262.0,354.0,2430,Estrie,6,Sales and service occupations
Quebec,13.0,43.0,82.0,177.0,179.0,123.0,417.0,310.0,2430,Estrie,7,"Trades, transport and equipment operators and related occupations"
Quebec,397.0,574.0,717.0,947.0,977.0,931.0,1082.0,985.0,2430,Estrie,8,"Natural resources, agriculture and related production occupations"
Quebec,0.0,7.0,22.0,43.0,102.0,73.0,502.0,402.0,2430,Estrie,9,Occupations in manufacturing and utilities
Quebec,0.0,1.0,3.0,7.0,2.0,4.0,6.0,7.0,2433,Centre-du-Québec,0,Management occupations
Quebec,1.0,0.0,0.0,2.0,0.0,6.0,17.0,40.0,2433,Centre-du-Québec,1,"Business, finance and administration occupations"
Quebec,10.0,4.0,9.0,77.0,27.0,50.0,83.0,101.0,2433,Centre-du-Québec,2,Natural and applied sciences and related occupations
Quebec,0.0,0.0,0.0,5.0,25.0,20.0,49.0,74.0,2433,Centre-du-Québec,3,Health occupations
Quebec,5.0,2.0,3.0,4.0,13.0,5.0,13.0,22.0,2433,Centre-du-Québec,4,"Occupations in education, law and social, community and government services"
Quebec,1.0,0.0,0.0,2.0,0.0,1.0,7.0,2.0,2433,Centre-du-Québec,5,"Occupations in art, culture, recreation and sport"
Quebec,5.0,4.0,7.0,23.0,35.0,37.0,270.0,248.0,2433,Centre-du-Québec,6,Sales and service occupations
Quebec,29.0,57.0,107.0,275.0,283.0,241.0,664.0,633.0,2433,Centre-du-Québec,7,"Trades, transport and equipment operators and related occupations"
Quebec,863.0,785.0,1124.0,1537.0,1494.0,1826.0,2037.0,1908.0,2433,Centre-du-Québec,8,"Natural resources, agriculture and related production occupations"
Quebec,8.0,14.0,106.0,149.0,288.0,264.0,997.0,589.0,2433,Centre-du-Québec,9,Occupations in manufacturing and utilities
Quebec,14.0,14.0,13.0,20.0,21.0,21.0,45.0,69.0,2435,Montérégie,0,Management occupations
Quebec,7.0,11.0,11.0,10.0,22.0,27.0,162.0,199.0,2435,Montérégie,1,"Business, finance and administration occupations"
Quebec,37.0,23.0,34.0,28.0,59.0,87.0,199.0,218.0,2435,Montérégie,2,Natural and applied sciences and related occupations
Quebec,14.0,6.0,19.0,87.0,100.0,100.0,267.0,428.0,2435,Montérégie,3,Health occupations
Quebec,17.0,22.0,17.0,21.0,43.0,36.0,109.0,174.0,2435,Montérégie,4,"Occupations in education, law and social, community and government services"
Quebec,8.0,5.0,5.0,3.0,8.0,2.0,5.0,20.0,2435,Montérégie,5,"Occupations in art, culture, recreation and sport"
Quebec,14.0,21.0,32.0,96.0,185.0,158.0,799.0,1314.0,2435,Montérégie,6,Sales and service occupations
Quebec,25.0,58.0,202.0,433.0,525.0,310.0,1820.0,1661.0,2435,Montérégie,7,"Trades, transport and equipment operators and related occupations"
Quebec,7687.0,5721.0,6191.0,9798.0,8199.0,9192.0,11586.0,10055.0,2435,Montérégie,8,"Natural resources, agriculture and related production occupations"
Quebec,252.0,297.0,356.0,582.0,1049.0,860.0,2568.0,1783.0,2435,Montérégie,9,Occupations in manufacturing and utilities
Quebec,83.0,89.0,97.0,114.0,134.0,141.0,260.0,282.0,2440,Montréal,0,Management occupations
Quebec,61.0,70.0,70.0,88.0,128.0,118.0,515.0,857.0,2440,Montréal,1,"Business, finance and administration occupations"
Quebec,498.0,506.0,563.0,987.0,824.0,1180.0,2221.0,1577.0,2440,Montréal,2,Natural and applied sciences and related occupations
Quebec,43.0,36.0,49.0,252.0,199.0,217.0,376.0,313.0,2440,Montréal,3,Health occupations
Quebec,270.0,312.0,266.0,447.0,614.0,472.0,959.0,904.0,2440,Montréal,4,"Occupations in education, law and social, community and government services"
Quebec,899.0,548.0,672.0,788.0,360.0,284.0,949.0,796.0,2440,Montréal,5,"Occupations in art, culture, recreation and sport"
Quebec,132.0,128.0,77.0,155.0,231.0,174.0,1119.0,1898.0,2440,Montréal,6,Sales and service occupations
Quebec,60.0,67.0,101.0,221.0,310.0,195.0,939.0,1283.0,2440,Montréal,7,"Trades, transport and equipment operators and related occupations"
Quebec,33.0,42.0,53.0,79.0,90.0,50.0,256.0,337.0,2440,Montréal,8,"Natural resources, agriculture and related production occupations"
Quebec,6.0,0.0,2.0,28.0,68.0,67.0,415.0,440.0,2440,Montréal,9,Occupations in manufacturing and utilities
Quebec,7.0,1.0,7.0,2.0,7.0,8.0,15.0,22.0,2445,Laval,0,Management occupations
Quebec,4.0,2.0,2.0,3.0,6.0,9.0,58.0,69.0,2445,Laval,1,"Business, finance and administration occupations"
Quebec,16.0,12.0,12.0,19.0,27.0,28.0,66.0,83.0,2445,Laval,2,Natural and applied sciences and related occupations
Quebec,1.0,2.0,4.0,14.0,7.0,20.0,35.0,62.0,2445,Laval,3,Health occupations
Quebec,13.0,8.0,8.0,15.0,12.0,26.0,59.0,76.0,2445,Laval,4,"Occupations in education, law and social, community and government services"
Quebec,1.0,1.0,0.0,1.0,1.0,2.0,7.0,14.0,2445,Laval,5,"Occupations in art, culture, recreation and sport"
Quebec,14.0,17.0,8.0,13.0,30.0,28.0,199.0,365.0,2445,Laval,6,Sales and service occupations
Quebec,9.0,6.0,8.0,44.0,81.0,45.0,234.0,292.0,2445,Laval,7,"Trades, transport and equipment operators and related occupations"
Quebec,582.0,558.0,641.0,451.0,827.0,467.0,1015.0,729.0,2445,Laval,8,"Natural resources, agriculture and related production occupations"
Quebec,0.0,0.0,1.0,10.0,18.0,26.0,232.0,107.0,2445,Laval,9,Occupations in manufacturing and utilities
Quebec,1.0,1.0,2.0,3.0,4.0,2.0,11.0,9.0,2450,Lanaudière,0,Management occupations
Quebec,3.0,1.0,2.0,0.0,4.0,4.0,26.0,29.0,2450,Lanaudière,1,"Business, finance and administration occupations"
Quebec,9.0,7.0,4.0,8.0,6.0,10.0,14.0,50.0,2450,Lanaudière,2,Natural and applied sciences and related occupations
Quebec,0.0,4.0,2.0,1.0,9.0,9.0,36.0,83.0,2450,Lanaudière,3,Health occupations
Quebec,1.0,2.0,1.0,2.0,4.0,2.0,16.0,26.0,2450,Lanaudière,4,"Occupations in education, law and social, community and government services"
Quebec,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2450,Lanaudière,5,"Occupations in art, culture, recreation and sport"
Quebec,4.0,5.0,4.0,15.0,26.0,41.0,273.0,269.0,2450,Lanaudière,6,Sales and service occupations
Quebec,103.0,75.0,115.0,206.0,265.0,197.0,463.0,491.0,2450,Lanaudière,7,"Trades, transport and equipment operators and related occupations"
Quebec,2209.0,1742.0,1973.0,2836.0,2460.0,2951.0,3811.0,3082.0,2450,Lanaudière,8,"Natural resources, agriculture and related production occupations"
Quebec,3.0,105.0,37.0,170.0,231.0,158.0,522.0,395.0,2450,Lanaudière,9,Occupations in manufacturing and utilities
Quebec,3.0,5.0,3.0,7.0,8.0,4.0,11.0,10.0,2455,Laurentides,0,Management occupations
Quebec,2.0,1.0,4.0,5.0,3.0,6.0,47.0,76.0,2455,Laurentides,1,"Business, finance and administration occupations"
Quebec,22.0,9.0,10.0,8.0,9.0,28.0,37.0,71.0,2455,Laurentides,2,Natural and applied sciences and related occupations
Quebec,4.0,1.0,0.0,8.0,8.0,24.0,63.0,124.0,2455,Laurentides,3,Health occupations
Quebec,4.0,3.0,4.0,2.0,16.0,11.0,27.0,24.0,2455,Laurentides,4,"Occupations in education, law and social, community and government services"
Quebec,5.0,3.0,4.0,2.0,0.0,3.0,2.0,4.0,2455,Laurentides,5,"Occupations in art, culture, recreation and sport"
Quebec,9.0,8.0,23.0,14.0,96.0,90.0,381.0,571.0,2455,Laurentides,6,Sales and service occupations
Quebec,11.0,14.0,43.0,114.0,174.0,77.0,223.0,232.0,2455,Laurentides,7,"Trades, transport and equipment operators and related occupations"
Quebec,2002.0,1345.0,1802.0,2537.0,2377.0,2853.0,3423.0,3443.0,2455,Laurentides,8,"Natural resources, agriculture and related production occupations"
Quebec,0.0,2.0,2.0,9.0,61.0,78.0,285.0,385.0,2455,Laurentides,9,Occupations in manufacturing and utilities
Quebec,0.0,1.0,1.0,2.0,1.0,1.0,6.0,20.0,2460,Outaouais,0,Management occupations
Quebec,0.0,1.0,0.0,2.0,7.0,2.0,20.0,20.0,2460,Outaouais,1,"Business, finance and administration occupations"
Quebec,5.0,15.0,14.0,19.0,13.0,5.0,15.0,21.0,2460,Outaouais,2,Natural and applied sciences and related occupations
Quebec,23.0,9.0,5.0,21.0,38.0,26.0,84.0,85.0,2460,Outaouais,3,Health occupations
Quebec,3.0,6.0,2.0,9.0,8.0,12.0,21.0,31.0,2460,Outaouais,4,"Occupations in education, law and social, community and government services"
Quebec,3.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,2460,Outaouais,5,"Occupations in art, culture, recreation and sport"
Quebec,9.0,8.0,3.0,13.0,36.0,30.0,198.0,199.0,2460,Outaouais,6,Sales and service occupations
Quebec,0.0,1.0,12.0,28.0,46.0,20.0,108.0,132.0,2460,Outaouais,7,"Trades, transport and equipment operators and related occupations"
Quebec,85.0,52.0,66.0,182.0,125.0,111.0,315.0,168.0,2460,Outaouais,8,"Natural resources, agriculture and related production occupations"
Quebec,0.0,0.0,0.0,4.0,2.0,9.0,65.0,13.0,2460,Outaouais,9,Occupations in manufacturing and utilities
Quebec,2.0,0.0,1.0,2.0,2.0,4.0,17.0,6.0,2465,Abitibi-Témiscamingue,0,Management occupations
Quebec,1.0,2.0,2.0,4.0,3.0,5.0,14.0,22.0,2465,Abitibi-Témiscamingue,1,"Business, finance and administration occupations"
Quebec,1.0,4.0,3.0,11.0,5.0,10.0,30.0,45.0,2465,Abitibi-Témiscamingue,2,Natural and applied sciences and related occupations
Quebec,12.0,11.0,3.0,1.0,1.0,15.0,33.0,38.0,2465,Abitibi-Témiscamingue,3,Health occupations
Quebec,2.0,2.0,1.0,4.0,3.0,9.0,15.0,30.0,2465,Abitibi-Témiscamingue,4,"Occupations in education, law and social, community and government services"
Quebec,0.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0,2465,Abitibi-Témiscamingue,5,"Occupations in art, culture, recreation and sport"
Quebec,6.0,16.0,15.0,40.0,39.0,59.0,218.0,300.0,2465,Abitibi-Témiscamingue,6,Sales and service occupations
Quebec,2.0,7.0,69.0,100.0,139.0,69.0,307.0,324.0,2465,Abitibi-Témiscamingue,7,"Trades, transport and equipment operators and related occupations"
Quebec,35.0,30.0,87.0,194.0,136.0,194.0,221.0,221.0,2465,Abitibi-Témiscamingue,8,"Natural resources, agriculture and related production occupations"
Quebec,0.0,0.0,1.0,6.0,4.0,34.0,82.0,118.0,2465,Abitibi-Témiscamingue,9,Occupations in manufacturing and utilities
Quebec,1.0,2.0,3.0,2.0,1.0,3.0,6.0,4.0,2470,Mauricie,0,Management occupations
Quebec,0.0,1.0,3.0,1.0,1.0,2.0,17.0,17.0,2470,Mauricie,1,"Business, finance and administration occupations"
Quebec,0.0,8.0,15.0,17.0,19.0,24.0,52.0,36.0,2470,Mauricie,2,Natural and applied sciences and related occupations
Quebec,2.0,1.0,0.0,1.0,23.0,23.0,37.0,55.0,2470,Mauricie,3,Health occupations
Quebec,2.0,1.0,0.0,2.0,3.0,6.0,9.0,7.0,2470,Mauricie,4,"Occupations in education, law and social, community and government services"
Quebec,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2470,Mauricie,5,"Occupations in art, culture, recreation and sport"
Quebec,4.0,0.0,43.0,31.0,31.0,55.0,240.0,252.0,2470,Mauricie,6,Sales and service occupations
Quebec,8.0,3.0,34.0,137.0,95.0,47.0,233.0,162.0,2470,Mauricie,7,"Trades, transport and equipment operators and related occupations"
Quebec,305.0,442.0,273.0,625.0,375.0,635.0,589.0,541.0,2470,Mauricie,8,"Natural resources, agriculture and related production occupations"
Quebec,26.0,51.0,35.0,95.0,120.0,152.0,575.0,198.0,2470,Mauricie,9,Occupations in manufacturing and utilities
Quebec,1.0,0.0,2.0,0.0,1.0,1.0,8.0,12.0,2475,Saguenay--Lac-Saint-Jean,0,Management occupations
Quebec,0.0,1.0,0.0,0.0,1.0,6.0,12.0,26.0,2475,Saguenay--Lac-Saint-Jean,1,"Business, finance and administration occupations"
Quebec,2.0,2.0,22.0,17.0,25.0,57.0,70.0,68.0,2475,Saguenay--Lac-Saint-Jean,2,Natural and applied sciences and related occupations
Quebec,1.0,1.0,2.0,0.0,16.0,25.0,53.0,51.0,2475,Saguenay--Lac-Saint-Jean,3,Health occupations
Quebec,1.0,3.0,0.0,3.0,2.0,3.0,2.0,23.0,2475,Saguenay--Lac-Saint-Jean,4,"Occupations in education, law and social, community and government services"
Quebec,2.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,2475,Saguenay--Lac-Saint-Jean,5,"Occupations in art, culture, recreation and sport"
Quebec,0.0,4.0,7.0,20.0,30.0,81.0,347.0,318.0,2475,Saguenay--Lac-Saint-Jean,6,Sales and service occupations
Quebec,1.0,1.0,13.0,97.0,88.0,140.0,414.0,384.0,2475,Saguenay--Lac-Saint-Jean,7,"Trades, transport and equipment operators and related occupations"
Quebec,229.0,220.0,369.0,675.0,686.0,765.0,950.0,1141.0,2475,Saguenay--Lac-Saint-Jean,8,"Natural resources, agriculture and related production occupations"
Quebec,15.0,23.0,38.0,85.0,143.0,169.0,373.0,369.0,2475,Saguenay--Lac-Saint-Jean,9,Occupations in manufacturing and utilities
Quebec,0.0,1.0,0.0,1.0,0.0,2.0,2.0,9.0,2480,Côte-Nord,0,Management occupations
Quebec,0.0,0.0,0.0,1.0,0.0,1.0,11.0,12.0,2480,Côte-Nord,1,"Business, finance and administration occupations"
Quebec,2.0,0.0,18.0,5.0,2.0,1.0,10.0,6.0,2480,Côte-Nord,2,Natural and applied sciences and related occupations
Quebec,1.0,0.0,0.0,8.0,18.0,8.0,65.0,31.0,2480,Côte-Nord,3,Health occupations
Quebec,0.0,0.0,0.0,0.0,4.0,4.0,5.0,1.0,2480,Côte-Nord,4,"Occupations in education, law and social, community and government services"
Quebec,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2480,Côte-Nord,5,"Occupations in art, culture, recreation and sport"
Quebec,4.0,9.0,13.0,17.0,40.0,36.0,173.0,194.0,2480,Côte-Nord,6,Sales and service occupations
Quebec,4.0,6.0,20.0,16.0,52.0,49.0,100.0,200.0,2480,Côte-Nord,7,"Trades, transport and equipment operators and related occupations"
Quebec,2.0,9.0,8.0,23.0,9.0,27.0,64.0,50.0,2480,Côte-Nord,8,"Natural resources, agriculture and related production occupations"
Quebec,5.0,7.0,10.0,24.0,48.0,87.0,268.0,121.0,2480,Côte-Nord,9,Occupations in manufacturing and utilities
Quebec,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2490,Nord-du-Québec,0,Management occupations
Quebec,0.0,0.0,0.0,0.0,2.0,0.0,1.0,6.0,2490,Nord-du-Québec,1,"Business, finance and administration occupations"
Quebec,0.0,0.0,0.0,9.0,2.0,2.0,9.0,10.0,2490,Nord-du-Québec,2,Natural and applied sciences and related occupations
Quebec,0.0,1.0,0.0,1.0,1.0,0.0,4.0,6.0,2490,Nord-du-Québec,3,Health occupations
Quebec,1.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,2490,Nord-du-Québec,4,"Occupations in education, law and social, community and government services"
Quebec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2490,Nord-du-Québec,5,"Occupations in art, culture, recreation and sport"
Quebec,2.0,1.0,0.0,3.0,9.0,18.0,81.0,50.0,2490,Nord-du-Québec,6,Sales and service occupations
Quebec,0.0,0.0,0.0,20.0,6.0,9.0,63.0,45.0,2490,Nord-du-Québec,7,"Trades, transport and equipment operators and related occupations"
Quebec,56.0,0.0,0.0,13.0,10.0,33.0,20.0,17.0,2490,Nord-du-Québec,8,"Natural resources, agriculture and related production occupations"
Quebec,0.0,0.0,15.0,17.0,73.0,12.0,48.0,100.0,2490,Nord-du-Québec,9,Occupations in manufacturing and utilities
Ontario,19.0,37.0,20.0,53.0,53.0,45.0,68.0,133.0,3510,Ottawa,0,Management occupations
Ontario,11.0,8.0,5.0,4.0,14.0,15.0,40.0,84.0,3510,Ottawa,1,"Business, finance and administration occupations"
Ontario,83.0,47.0,102.0,153.0,104.0,190.0,305.0,206.0,3510,Ottawa,2,Natural and applied sciences and related occupations
Ontario,20.0,16.0,11.0,10.0,13.0,32.0,120.0,169.0,3510,Ottawa,3,Health occupations
Ontario,124.0,102.0,117.0,79.0,56.0,71.0,77.0,95.0,3510,Ottawa,4,"Occupations in education, law and social, community and government services"
Ontario,65.0,34.0,39.0,30.0,10.0,10.0,23.0,16.0,3510,Ottawa,5,"Occupations in art, culture, recreation and sport"
Ontario,59.0,57.0,73.0,98.0,134.0,145.0,534.0,1098.0,3510,Ottawa,6,Sales and service occupations
Ontario,15.0,13.0,10.0,30.0,85.0,68.0,323.0,285.0,3510,Ottawa,7,"Trades, transport and equipment operators and related occupations"
Ontario,326.0,401.0,454.0,400.0,432.0,592.0,619.0,681.0,3510,Ottawa,8,"Natural resources, agriculture and related production occupations"
Ontario,0.0,0.0,1.0,2.0,61.0,27.0,240.0,215.0,3510,Ottawa,9,Occupations in manufacturing and utilities
Ontario,9.0,9.0,9.0,12.0,21.0,9.0,27.0,34.0,3515,Kingston--Pembroke,0,Management occupations
Ontario,0.0,2.0,1.0,18.0,7.0,14.0,33.0,25.0,3515,Kingston--Pembroke,1,"Business, finance and administration occupations"
Ontario,18.0,33.0,27.0,14.0,11.0,16.0,18.0,11.0,3515,Kingston--Pembroke,2,Natural and applied sciences and related occupations
Ontario,12.0,2.0,2.0,2.0,2.0,2.0,36.0,84.0,3515,Kingston--Pembroke,3,Health occupations
Ontario,27.0,13.0,42.0,33.0,20.0,21.0,21.0,50.0,3515,Kingston--Pembroke,4,"Occupations in education, law and social, community and government services"
Ontario,4.0,2.0,3.0,1.0,0.0,0.0,0.0,2.0,3515,Kingston--Pembroke,5,"Occupations in art, culture, recreation and sport"
Ontario,10.0,8.0,23.0,48.0,74.0,58.0,200.0,459.0,3515,Kingston--Pembroke,6,Sales and service occupations
Ontario,1.0,4.0,10.0,2.0,18.0,24.0,44.0,83.0,3515,Kingston--Pembroke,7,"Trades, transport and equipment operators and related occupations"
Ontario,239.0,337.0,425.0,325.0,423.0,336.0,427.0,456.0,3515,Kingston--Pembroke,8,"Natural resources, agriculture and related production occupations"
Ontario,1.0,0.0,1.0,1.0,10.0,31.0,31.0,94.0,3515,Kingston--Pembroke,9,Occupations in manufacturing and utilities
Ontario,3.0,4.0,6.0,7.0,11.0,7.0,9.0,31.0,3520,Muskoka--Kawarthas,0,Management occupations
Ontario,4.0,1.0,2.0,3.0,6.0,2.0,12.0,24.0,3520,Muskoka--Kawarthas,1,"Business, finance and administration occupations"
Ontario,12.0,2.0,5.0,5.0,1.0,2.0,7.0,5.0,3520,Muskoka--Kawarthas,2,Natural and applied sciences and related occupations
Ontario,2.0,1.0,0.0,5.0,5.0,12.0,7.0,37.0,3520,Muskoka--Kawarthas,3,Health occupations
Ontario,6.0,16.0,13.0,5.0,5.0,9.0,8.0,9.0,3520,Muskoka--Kawarthas,4,"Occupations in education, law and social, community and government services"
Ontario,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,3520,Muskoka--Kawarthas,5,"Occupations in art, culture, recreation and sport"
Ontario,18.0,33.0,92.0,72.0,99.0,84.0,282.0,311.0,3520,Muskoka--Kawarthas,6,Sales and service occupations
Ontario,4.0,30.0,9.0,9.0,10.0,16.0,91.0,101.0,3520,Muskoka--Kawarthas,7,"Trades, transport and equipment operators and related occupations"
Ontario,233.0,271.0,446.0,349.0,440.0,377.0,478.0,472.0,3520,Muskoka--Kawarthas,8,"Natural resources, agriculture and related production occupations"
Ontario,0.0,0.0,2.0,1.0,1.0,0.0,34.0,25.0,3520,Muskoka--Kawarthas,9,Occupations in manufacturing and utilities
Ontario,441.0,422.0,469.0,599.0,768.0,785.0,1212.0,1479.0,3530,Toronto,0,Management occupations
Ontario,338.0,443.0,415.0,747.0,1142.0,731.0,1679.0,3321.0,3530,Toronto,1,"Business, finance and administration occupations"
Ontario,549.0,709.0,785.0,1163.0,1133.0,1448.0,2664.0,2166.0,3530,Toronto,2,Natural and applied sciences and related occupations
Ontario,60.0,59.0,67.0,78.0,90.0,122.0,203.0,372.0,3530,Toronto,3,Health occupations
Ontario,2768.0,3032.0,3567.0,2784.0,1561.0,2108.0,1643.0,1902.0,3530,Toronto,4,"Occupations in education, law and social, community and government services"
Ontario,851.0,608.0,481.0,506.0,243.0,229.0,488.0,400.0,3530,Toronto,5,"Occupations in art, culture, recreation and sport"
Ontario,621.0,869.0,1054.0,1613.0,2126.0,1835.0,4074.0,6291.0,3530,Toronto,6,Sales and service occupations
Ontario,571.0,746.0,797.0,1384.0,2018.0,1830.0,4268.0,5022.0,3530,Toronto,7,"Trades, transport and equipment operators and related occupations"
Ontario,1513.0,2308.0,2001.0,2363.0,2051.0,2712.0,2986.0,2887.0,3530,Toronto,8,"Natural resources, agriculture and related production occupations"
Ontario,22.0,57.0,36.0,65.0,80.0,125.0,433.0,509.0,3530,Toronto,9,Occupations in manufacturing and utilities
Ontario,30.0,39.0,34.0,31.0,46.0,52.0,80.0,165.0,3540,Kitchener--Waterloo--Barrie,0,Management occupations
Ontario,11.0,10.0,12.0,19.0,33.0,26.0,63.0,206.0,3540,Kitchener--Waterloo--Barrie,1,"Business, finance and administration occupations"
Ontario,80.0,108.0,111.0,145.0,112.0,135.0,255.0,151.0,3540,Kitchener--Waterloo--Barrie,2,Natural and applied sciences and related occupations
Ontario,6.0,4.0,6.0,6.0,14.0,34.0,84.0,171.0,3540,Kitchener--Waterloo--Barrie,3,Health occupations
Ontario,133.0,122.0,169.0,133.0,74.0,87.0,128.0,98.0,3540,Kitchener--Waterloo--Barrie,4,"Occupations in education, law and social, community and government services"
Ontario,7.0,15.0,13.0,7.0,0.0,9.0,9.0,8.0,3540,Kitchener--Waterloo--Barrie,5,"Occupations in art, culture, recreation and sport"
Ontario,80.0,201.0,188.0,264.0,360.0,477.0,1184.0,1238.0,3540,Kitchener--Waterloo--Barrie,6,Sales and service occupations
Ontario,72.0,64.0,137.0,189.0,135.0,469.0,507.0,698.0,3540,Kitchener--Waterloo--Barrie,7,"Trades, transport and equipment operators and related occupations"
Ontario,915.0,1306.0,1180.0,1089.0,1129.0,1308.0,1289.0,1779.0,3540,Kitchener--Waterloo--Barrie,8,"Natural resources, agriculture and related production occupations"
Ontario,4.0,40.0,136.0,65.0,99.0,130.0,398.0,185.0,3540,Kitchener--Waterloo--Barrie,9,Occupations in manufacturing and utilities
Ontario,47.0,30.0,33.0,44.0,59.0,51.0,81.0,199.0,3550,Hamilton--Niagara Peninsula,0,Management occupations
Ontario,9.0,12.0,13.0,40.0,43.0,31.0,79.0,190.0,3550,Hamilton--Niagara Peninsula,1,"Business, finance and administration occupations"
Ontario,72.0,46.0,57.0,51.0,37.0,38.0,75.0,125.0,3550,Hamilton--Niagara Peninsula,2,Natural and applied sciences and related occupations
Ontario,1.0,7.0,4.0,10.0,23.0,28.0,64.0,83.0,3550,Hamilton--Niagara Peninsula,3,Health occupations
