province_territory,2016,2017,2018,2019,2020,2021,2022,2023,region_code,region_name,noc_code,occupational_skill_type
Alberta,5.0,6.0,4.0,7.0,8.0,6.0,13.0,32.0,4810,Lethbridge--Medicine Hat,3,Health occupations
Alberta,25.0,29.0,28.0,20.0,7.0,10.0,10.0,7.0,4810,Lethbridge--Medicine Hat,4,"Occupations in education, law and social, community and government services"
Alberta,1.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,4810,Lethbridge--Medicine Hat,5,"Occupations in art, culture, recreation and sport"
Alberta,130.0,183.0,103.0,176.0,119.0,138.0,541.0,500.0,4810,Lethbridge--Medicine Hat,6,Sales and service occupations
Alberta,30.0,23.0,14.0,26.0,2.0,1.0,64.0,91.0,4810,Lethbridge--Medicine Hat,7,"Trades, transport and equipment operators and related occupations"
Alberta,1132.0,991.0,1015.0,1197.0,1021.0,1312.0,1157.0,1838.0,4810,Lethbridge--Medicine Hat,8,"Natural resources, agriculture and related production occupations"
Alberta,80.0,195.0,100.0,220.0,273.0,100.0,359.0,199.0,4810,Lethbridge--Medicine Hat,9,Occupations in manufacturing and utilities
Alberta,18.0,8.0,14.0,11.0,5.0,8.0,16.0,13.0,4820,Camrose--Drumheller,0,Management occupations
Alberta,2.0,0.0,1.0,1.0,3.0,5.0,27.0,21.0,4820,Camrose--Drumheller,1,"Business, finance and administration occupations"
Alberta,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,4820,Camrose--Drumheller,2,Natural and applied sciences and related occupations
Alberta,19.0,0.0,1.0,7.0,0.0,7.0,13.0,26.0,4820,Camrose--Drumheller,3,Health occupations
Alberta,17.0,24.0,21.0,13.0,7.0,11.0,8.0,8.0,4820,Camrose--Drumheller,4,"Occupations in education, law and social, community and government services"
Alberta,1.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0,4820,Camrose--Drumheller,5,"Occupations in art, culture, recreation and sport"
Alberta,179.0,149.0,149.0,200.0,134.0,144.0,517.0,489.0,4820,Camrose--Drumheller,6,Sales and service occupations
Alberta,18.0,10.0,12.0,9.0,10.0,3.0,94.0,62.0,4820,Camrose--Drumheller,7,"Trades, transport and equipment operators and related occupations"
Alberta,237.0,269.0,319.0,329.0,277.0,374.0,431.0,522.0,4820,Camrose--Drumheller,8,"Natural resources, agriculture and related production occupations"
Alberta,7.0,14.0,10.0,36.0,13.0,22.0,6.0,33.0,4820,Camrose--Drumheller,9,Occupations in manufacturing and utilities
Alberta,188.0,134.0,72.0,114.0,79.0,98.0,163.0,194.0,4830,Calgary,0,Management occupations
Alberta,81.0,70.0,58.0,179.0,155.0,180.0,736.0,990.0,4830,Calgary,1,"Business, finance and administration occupations"
Alberta,108.0,78.0,71.0,124.0,76.0,147.0,485.0,268.0,4830,Calgary,2,Natural and applied sciences and related occupations
Alberta,33.0,28.0,25.0,26.0,17.0,20.0,36.0,75.0,4830,Calgary,3,Health occupations
Alberta,516.0,467.0,589.0,425.0,158.0,233.0,176.0,207.0,4830,Calgary,4,"Occupations in education, law and social, community and government services"
Alberta,77.0,40.0,38.0,43.0,18.0,22.0,62.0,56.0,4830,Calgary,5,"Occupations in art, culture, recreation and sport"
Alberta,1103.0,970.0,774.0,1321.0,787.0,873.0,2796.0,3692.0,4830,Calgary,6,Sales and service occupations
Alberta,465.0,407.0,376.0,992.0,595.0,355.0,2156.0,2694.0,4830,Calgary,7,"Trades, transport and equipment operators and related occupations"
Alberta,215.0,176.0,279.0,247.0,255.0,212.0,301.0,614.0,4830,Calgary,8,"Natural resources, agriculture and related production occupations"
Alberta,67.0,31.0,60.0,70.0,20.0,37.0,152.0,193.0,4830,Calgary,9,Occupations in manufacturing and utilities
Alberta,12.0,14.0,5.0,11.0,10.0,6.0,18.0,8.0,4840,Banff--Jasper--Rocky Mountain House,0,Management occupations
Alberta,1.0,3.0,0.0,8.0,3.0,4.0,17.0,14.0,4840,Banff--Jasper--Rocky Mountain House,1,"Business, finance and administration occupations"
Alberta,2.0,1.0,4.0,3.0,1.0,0.0,0.0,2.0,4840,Banff--Jasper--Rocky Mountain House,2,Natural and applied sciences and related occupations
Alberta,5.0,1.0,1.0,3.0,2.0,2.0,4.0,21.0,4840,Banff--Jasper--Rocky Mountain House,3,Health occupations
Alberta,6.0,15.0,23.0,12.0,4.0,8.0,4.0,11.0,4840,Banff--Jasper--Rocky Mountain House,4,"Occupations in education, law and social, community and government services"
Alberta,29.0,17.0,19.0,10.0,1.0,1.0,1.0,14.0,4840,Banff--Jasper--Rocky Mountain House,5,"Occupations in art, culture, recreation and sport"
Alberta,257.0,264.0,212.0,494.0,234.0,265.0,1175.0,750.0,4840,Banff--Jasper--Rocky Mountain House,6,Sales and service occupations
Alberta,14.0,13.0,21.0,8.0,8.0,8.0,18.0,37.0,4840,Banff--Jasper--Rocky Mountain House,7,"Trades, transport and equipment operators and related occupations"
Alberta,14.0,38.0,68.0,67.0,45.0,47.0,57.0,82.0,4840,Banff--Jasper--Rocky Mountain House,8,"Natural resources, agriculture and related production occupations"
Alberta,3.0,2.0,0.0,10.0,0.0,0.0,4.0,9.0,4840,Banff--Jasper--Rocky Mountain House,9,Occupations in manufacturing and utilities
Alberta,23.0,8.0,3.0,8.0,5.0,1.0,13.0,18.0,4850,Red Deer,0,Management occupations
Alberta,2.0,2.0,1.0,2.0,2.0,7.0,17.0,21.0,4850,Red Deer,1,"Business, finance and administration occupations"
Alberta,8.0,8.0,4.0,6.0,1.0,0.0,6.0,9.0,4850,Red Deer,2,Natural and applied sciences and related occupations
Alberta,5.0,4.0,1.0,3.0,4.0,8.0,15.0,30.0,4850,Red Deer,3,Health occupations
Alberta,46.0,46.0,48.0,21.0,12.0,21.0,19.0,16.0,4850,Red Deer,4,"Occupations in education, law and social, community and government services"
Alberta,6.0,6.0,5.0,2.0,2.0,1.0,1.0,7.0,4850,Red Deer,5,"Occupations in art, culture, recreation and sport"
Alberta,139.0,134.0,117.0,192.0,102.0,139.0,447.0,514.0,4850,Red Deer,6,Sales and service occupations
Alberta,18.0,29.0,24.0,40.0,23.0,13.0,78.0,67.0,4850,Red Deer,7,"Trades, transport and equipment operators and related occupations"
Alberta,140.0,201.0,252.0,231.0,260.0,234.0,333.0,456.0,4850,Red Deer,8,"Natural resources, agriculture and related production occupations"
Alberta,8.0,4.0,1.0,2.0,6.0,4.0,248.0,5.0,4850,Red Deer,9,Occupations in manufacturing and utilities
Alberta,162.0,106.0,49.0,87.0,44.0,81.0,137.0,179.0,4860,Edmonton,0,Management occupations
Alberta,99.0,71.0,92.0,271.0,180.0,272.0,922.0,1113.0,4860,Edmonton,1,"Business, finance and administration occupations"
Alberta,83.0,51.0,76.0,93.0,55.0,77.0,205.0,159.0,4860,Edmonton,2,Natural and applied sciences and related occupations
Alberta,52.0,42.0,35.0,44.0,30.0,21.0,33.0,58.0,4860,Edmonton,3,Health occupations
Alberta,469.0,521.0,576.0,468.0,203.0,272.0,332.0,343.0,4860,Edmonton,4,"Occupations in education, law and social, community and government services"
Alberta,29.0,25.0,12.0,22.0,12.0,15.0,33.0,39.0,4860,Edmonton,5,"Occupations in art, culture, recreation and sport"
Alberta,1453.0,1090.0,784.0,1467.0,816.0,1172.0,3219.0,4013.0,4860,Edmonton,6,Sales and service occupations
Alberta,563.0,642.0,585.0,1380.0,608.0,583.0,2701.0,2793.0,4860,Edmonton,7,"Trades, transport and equipment operators and related occupations"
Alberta,306.0,246.0,317.0,332.0,286.0,258.0,360.0,595.0,4860,Edmonton,8,"Natural resources, agriculture and related production occupations"
Alberta,84.0,28.0,37.0,46.0,10.0,11.0,121.0,157.0,4860,Edmonton,9,Occupations in manufacturing and utilities
Alberta,33.0,27.0,19.0,22.0,10.0,12.0,14.0,9.0,4870,Athabasca--Grande Prairie--Peace River,0,Management occupations
Alberta,8.0,4.0,8.0,4.0,7.0,9.0,33.0,25.0,4870,Athabasca--Grande Prairie--Peace River,1,"Business, finance and administration occupations"
Alberta,3.0,8.0,6.0,4.0,0.0,10.0,6.0,3.0,4870,Athabasca--Grande Prairie--Peace River,2,Natural and applied sciences and related occupations
Alberta,25.0,7.0,6.0,10.0,13.0,13.0,41.0,102.0,4870,Athabasca--Grande Prairie--Peace River,3,Health occupations
Alberta,64.0,62.0,73.0,47.0,17.0,21.0,10.0,20.0,4870,Athabasca--Grande Prairie--Peace River,4,"Occupations in education, law and social, community and government services"
Alberta,0.0,1.0,1.0,2.0,2.0,3.0,0.0,0.0,4870,Athabasca--Grande Prairie--Peace River,5,"Occupations in art, culture, recreation and sport"
Alberta,306.0,349.0,300.0,561.0,275.0,418.0,1004.0,868.0,4870,Athabasca--Grande Prairie--Peace River,6,Sales and service occupations
Alberta,39.0,24.0,30.0,76.0,29.0,22.0,91.0,146.0,4870,Athabasca--Grande Prairie--Peace River,7,"Trades, transport and equipment operators and related occupations"
Alberta,197.0,280.0,339.0,401.0,278.0,293.0,364.0,531.0,4870,Athabasca--Grande Prairie--Peace River,8,"Natural resources, agriculture and related production occupations"
Alberta,5.0,5.0,1.0,0.0,1.0,2.0,22.0,12.0,4870,Athabasca--Grande Prairie--Peace River,9,Occupations in manufacturing and utilities
Alberta,36.0,16.0,12.0,3.0,9.0,8.0,6.0,8.0,4880,Wood Buffalo--Cold Lake,0,Management occupations
Alberta,4.0,5.0,2.0,4.0,5.0,4.0,10.0,19.0,4880,Wood Buffalo--Cold Lake,1,"Business, finance and administration occupations"
Alberta,30.0,32.0,38.0,21.0,15.0,0.0,18.0,14.0,4880,Wood Buffalo--Cold Lake,2,Natural and applied sciences and related occupations
Alberta,11.0,6.0,2.0,1.0,0.0,7.0,9.0,24.0,4880,Wood Buffalo--Cold Lake,3,Health occupations
Alberta,106.0,118.0,129.0,86.0,23.0,39.0,33.0,37.0,4880,Wood Buffalo--Cold Lake,4,"Occupations in education, law and social, community and government services"
Alberta,3.0,5.0,5.0,3.0,0.0,2.0,0.0,1.0,4880,Wood Buffalo--Cold Lake,5,"Occupations in art, culture, recreation and sport"
Alberta,186.0,289.0,152.0,258.0,172.0,200.0,551.0,501.0,4880,Wood Buffalo--Cold Lake,6,Sales and service occupations
Alberta,48.0,25.0,61.0,32.0,33.0,37.0,115.0,78.0,4880,Wood Buffalo--Cold Lake,7,"Trades, transport and equipment operators and related occupations"
Alberta,96.0,113.0,111.0,121.0,151.0,110.0,110.0,218.0,4880,Wood Buffalo--Cold Lake,8,"Natural resources, agriculture and related production occupations"
Alberta,11.0,1.0,2.0,7.0,6.0,0.0,4.0,0.0,4880,Wood Buffalo--Cold Lake,9,Occupations in manufacturing and utilities
British Columbia,36.0,51.0,44.0,58.0,95.0,67.0,120.0,108.0,5910,Vancouver Island and Coast,0,Management occupations
British Columbia,11.0,7.0,2.0,9.0,13.0,16.0,53.0,86.0,5910,Vancouver Island and Coast,1,"Business, finance and administration occupations"
British Columbia,140.0,76.0,46.0,47.0,29.0,36.0,36.0,32.0,5910,Vancouver Island and Coast,2,Natural and applied sciences and related occupations
British Columbia,5.0,5.0,8.0,19.0,44.0,35.0,83.0,69.0,5910,Vancouver Island and Coast,3,Health occupations
British Columbia,134.0,145.0,191.0,139.0,111.0,108.0,129.0,152.0,5910,Vancouver Island and Coast,4,"Occupations in education, law and social, community and government services"
British Columbia,38.0,15.0,10.0,11.0,12.0,14.0,19.0,10.0,5910,Vancouver Island and Coast,5,"Occupations in art, culture, recreation and sport"
British Columbia,154.0,330.0,330.0,661.0,572.0,844.0,1890.0,1733.0,5910,Vancouver Island and Coast,6,Sales and service occupations
British Columbia,794.0,49.0,18.0,58.0,45.0,87.0,246.0,268.0,5910,Vancouver Island and Coast,7,"Trades, transport and equipment operators and related occupations"
British Columbia,173.0,198.0,263.0,282.0,294.0,282.0,368.0,487.0,5910,Vancouver Island and Coast,8,"Natural resources, agriculture and related production occupations"
British Columbia,6.0,16.0,4.0,18.0,63.0,84.0,337.0,176.0,5910,Vancouver Island and Coast,9,Occupations in manufacturing and utilities
British Columbia,391.0,453.0,362.0,698.0,924.0,826.0,1136.0,909.0,5920,Lower Mainland--Southwest,0,Management occupations
British Columbia,343.0,412.0,394.0,1011.0,1009.0,851.0,1847.0,2025.0,5920,Lower Mainland--Southwest,1,"Business, finance and administration occupations"
British Columbia,620.0,788.0,652.0,868.0,873.0,914.0,1517.0,840.0,5920,Lower Mainland--Southwest,2,Natural and applied sciences and related occupations
British Columbia,40.0,46.0,51.0,69.0,69.0,92.0,144.0,195.0,5920,Lower Mainland--Southwest,3,Health occupations
British Columbia,1486.0,1846.0,2425.0,1950.0,1276.0,1523.0,1188.0,1180.0,5920,Lower Mainland--Southwest,4,"Occupations in education, law and social, community and government services"
British Columbia,1996.0,1404.0,1114.0,993.0,483.0,578.0,860.0,684.0,5920,Lower Mainland--Southwest,5,"Occupations in art, culture, recreation and sport"
British Columbia,1395.0,2155.0,2397.0,4315.0,3398.0,3117.0,6373.0,6513.0,5920,Lower Mainland--Southwest,6,Sales and service occupations
British Columbia,1534.0,2490.0,2368.0,5694.0,4013.0,4639.0,8068.0,7735.0,5920,Lower Mainland--Southwest,7,"Trades, transport and equipment operators and related occupations"
British Columbia,5473.0,6466.0,9778.0,7012.0,8685.0,7697.0,9309.0,14255.0,5920,Lower Mainland--Southwest,8,"Natural resources, agriculture and related production occupations"
British Columbia,32.0,93.0,160.0,275.0,448.0,485.0,1218.0,847.0,5920,Lower Mainland--Southwest,9,Occupations in manufacturing and utilities
British Columbia,28.0,32.0,30.0,58.0,120.0,65.0,74.0,81.0,5930,Thompson--Okanagan,0,Management occupations
British Columbia,9.0,6.0,11.0,12.0,15.0,23.0,57.0,83.0,5930,Thompson--Okanagan,1,"Business, finance and administration occupations"
British Columbia,8.0,14.0,9.0,12.0,13.0,18.0,15.0,13.0,5930,Thompson--Okanagan,2,Natural and applied sciences and related occupations
British Columbia,5.0,5.0,0.0,25.0,13.0,27.0,49.0,56.0,5930,Thompson--Okanagan,3,Health occupations
British Columbia,50.0,66.0,97.0,50.0,43.0,45.0,29.0,37.0,5930,Thompson--Okanagan,4,"Occupations in education, law and social, community and government services"
British Columbia,50.0,58.0,35.0,32.0,6.0,26.0,22.0,13.0,5930,Thompson--Okanagan,5,"Occupations in art, culture, recreation and sport"
British Columbia,186.0,329.0,377.0,567.0,521.0,689.0,2207.0,1659.0,5930,Thompson--Okanagan,6,Sales and service occupations
British Columbia,14.0,22.0,61.0,68.0,66.0,105.0,496.0,429.0,5930,Thompson--Okanagan,7,"Trades, transport and equipment operators and related occupations"
British Columbia,3888.0,3885.0,6209.0,5457.0,6140.0,5823.0,6456.0,9213.0,5930,Thompson--Okanagan,8,"Natural resources, agriculture and related production occupations"
British Columbia,5.0,3.0,1.0,18.0,12.0,61.0,82.0,110.0,5930,Thompson--Okanagan,9,Occupations in manufacturing and utilities
British Columbia,3.0,4.0,3.0,11.0,21.0,14.0,15.0,26.0,5940,Kootenay,0,Management occupations
British Columbia,0.0,1.0,0.0,2.0,5.0,1.0,7.0,9.0,5940,Kootenay,1,"Business, finance and administration occupations"
British Columbia,4.0,7.0,5.0,2.0,3.0,3.0,5.0,2.0,5940,Kootenay,2,Natural and applied sciences and related occupations
British Columbia,11.0,14.0,3.0,2.0,8.0,8.0,2.0,1.0,5940,Kootenay,3,Health occupations
British Columbia,10.0,14.0,12.0,19.0,4.0,6.0,4.0,8.0,5940,Kootenay,4,"Occupations in education, law and social, community and government services"
British Columbia,4.0,1.0,1.0,1.0,0.0,0.0,16.0,6.0,5940,Kootenay,5,"Occupations in art, culture, recreation and sport"
British Columbia,43.0,64.0,67.0,156.0,121.0,105.0,409.0,363.0,5940,Kootenay,6,Sales and service occupations
British Columbia,18.0,0.0,4.0,19.0,26.0,30.0,55.0,75.0,5940,Kootenay,7,"Trades, transport and equipment operators and related occupations"
British Columbia,129.0,137.0,364.0,233.0,411.0,312.0,649.0,1166.0,5940,Kootenay,8,"Natural resources, agriculture and related production occupations"
British Columbia,2.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,5940,Kootenay,9,Occupations in manufacturing and utilities
British Columbia,7.0,8.0,8.0,15.0,21.0,17.0,21.0,18.0,5950,Cariboo,0,Management occupations
British Columbia,2.0,1.0,1.0,4.0,10.0,11.0,17.0,18.0,5950,Cariboo,1,"Business, finance and administration occupations"
British Columbia,8.0,6.0,3.0,4.0,1.0,1.0,6.0,7.0,5950,Cariboo,2,Natural and applied sciences and related occupations
British Columbia,6.0,8.0,1.0,10.0,5.0,7.0,8.0,9.0,5950,Cariboo,3,Health occupations
British Columbia,16.0,11.0,25.0,12.0,9.0,7.0,4.0,4.0,5950,Cariboo,4,"Occupations in education, law and social, community and government services"
British Columbia,17.0,6.0,0.0,3.0,0.0,1.0,5.0,15.0,5950,Cariboo,5,"Occupations in art, culture, recreation and sport"
British Columbia,47.0,39.0,62.0,98.0,78.0,94.0,286.0,329.0,5950,Cariboo,6,Sales and service occupations
British Columbia,30.0,4.0,13.0,29.0,15.0,20.0,34.0,42.0,5950,Cariboo,7,"Trades, transport and equipment operators and related occupations"
British Columbia,13.0,52.0,150.0,267.0,185.0,85.0,136.0,142.0,5950,Cariboo,8,"Natural resources, agriculture and related production occupations"
British Columbia,10.0,16.0,2.0,4.0,2.0,2.0,1.0,0.0,5950,Cariboo,9,Occupations in manufacturing and utilities
British Columbia,4.0,3.0,4.0,6.0,10.0,14.0,20.0,11.0,5960,North Coast,0,Management occupations
British Columbia,1.0,2.0,2.0,5.0,1.0,1.0,8.0,14.0,5960,North Coast,1,"Business, finance and administration occupations"
British Columbia,5.0,0.0,19.0,18.0,3.0,0.0,2.0,1.0,5960,North Coast,2,Natural and applied sciences and related occupations
British Columbia,0.0,3.0,0.0,0.0,3.0,4.0,9.0,5.0,5960,North Coast,3,Health occupations
British Columbia,8.0,3.0,4.0,6.0,1.0,5.0,4.0,2.0,5960,North Coast,4,"Occupations in education, law and social, community and government services"
British Columbia,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,5960,North Coast,5,"Occupations in art, culture, recreation and sport"
British Columbia,32.0,26.0,48.0,85.0,68.0,101.0,193.0,227.0,5960,North Coast,6,Sales and service occupations
British Columbia,1.0,1.0,7.0,44.0,11.0,13.0,115.0,24.0,5960,North Coast,7,"Trades, transport and equipment operators and related occupations"
British Columbia,0.0,0.0,2.0,0.0,4.0,4.0,2.0,14.0,5960,North Coast,8,"Natural resources, agriculture and related production occupations"
British Columbia,10.0,0.0,0.0,0.0,18.0,11.0,4.0,9.0,5960,North Coast,9,Occupations in manufacturing and utilities
British Columbia,3.0,3.0,0.0,3.0,5.0,5.0,10.0,8.0,5970,Nechako,0,Management occupations
British Columbia,0.0,1.0,2.0,0.0,5.0,0.0,2.0,4.0,5970,Nechako,1,"Business, finance and administration occupations"
British Columbia,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5970,Nechako,2,Natural and applied sciences and related occupations
British Columbia,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5970,Nechako,3,Health occupations
British Columbia,3.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,5970,Nechako,4,"Occupations in education, law and social, community and government services"
British Columbia,1.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,5970,Nechako,5,"Occupations in art, culture, recreation and sport"
British Columbia,15.0,15.0,30.0,51.0,55.0,74.0,148.0,118.0,5970,Nechako,6,Sales and service occupations
British Columbia,4.0,1.0,0.0,4.0,4.0,32.0,56.0,30.0,5970,Nechako,7,"Trades, transport and equipment operators and related occupations"
British Columbia,0.0,6.0,1.0,52.0,4.0,13.0,22.0,17.0,5970,Nechako,8,"Natural resources, agriculture and related production occupations"
British Columbia,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,5970,Nechako,9,Occupations in manufacturing and utilities
British Columbia,5.0,7.0,3.0,13.0,10.0,3.0,13.0,11.0,5980,Northeast,0,Management occupations
British Columbia,1.0,0.0,1.0,4.0,2.0,7.0,5.0,10.0,5980,Northeast,1,"Business, finance and administration occupations"
British Columbia,1.0,16.0,3.0,2.0,5.0,6.0,5.0,7.0,5980,Northeast,2,Natural and applied sciences and related occupations
British Columbia,2.0,1.0,2.0,0.0,3.0,2.0,1.0,1.0,5980,Northeast,3,Health occupations
British Columbia,13.0,11.0,25.0,10.0,6.0,8.0,7.0,6.0,5980,Northeast,4,"Occupations in education, law and social, community and government services"
British Columbia,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5980,Northeast,5,"Occupations in art, culture, recreation and sport"
British Columbia,44.0,66.0,60.0,148.0,75.0,126.0,241.0,254.0,5980,Northeast,6,Sales and service occupations
British Columbia,11.0,11.0,32.0,75.0,7.0,20.0,161.0,67.0,5980,Northeast,7,"Trades, transport and equipment operators and related occupations"
British Columbia,0.0,1.0,10.0,1.0,1.0,55.0,7.0,77.0,5980,Northeast,8,"Natural resources, agriculture and related production occupations"
British Columbia,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,5980,Northeast,9,Occupations in manufacturing and utilities
Yukon,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,6010,Yukon,0,Management occupations
Yukon,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,6010,Yukon,1,"Business, finance and administration occupations"
Yukon,4.0,4.0,2.0,0.0,0.0,3.0,1.0,2.0,6010,Yukon,2,Natural and applied sciences and related occupations
Yukon,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6010,Yukon,3,Health occupations
Yukon,5.0,11.0,7.0,7.0,0.0,1.0,0.0,2.0,6010,Yukon,4,"Occupations in education, law and social, community and government services"
Yukon,86.0,72.0,85.0,93.0,31.0,111.0,103.0,104.0,6010,Yukon,5,"Occupations in art, culture, recreation and sport"
Yukon,5.0,3.0,3.0,21.0,5.0,5.0,26.0,19.0,6010,Yukon,6,Sales and service occupations
Yukon,6.0,25.0,9.0,17.0,3.0,2.0,23.0,8.0,6010,Yukon,7,"Trades, transport and equipment operators and related occupations"
Yukon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6010,Yukon,8,"Natural resources, agriculture and related production occupations"
Yukon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6010,Yukon,9,Occupations in manufacturing and utilities
Northwest Territories,3.0,2.0,1.0,5.0,0.0,2.0,4.0,2.0,6110,Northwest Territories,0,Management occupations
Northwest Territories,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,6110,Northwest Territories,1,"Business, finance and administration occupations"
Northwest Territories,8.0,5.0,0.0,0.0,0.0,0.0,1.0,13.0,6110,Northwest Territories,2,Natural and applied sciences and related occupations
Northwest Territories,0.0,0.0,0.0,3.0,2.0,0.0,2.0,2.0,6110,Northwest Territories,3,Health occupations
Northwest Territories,11.0,13.0,12.0,7.0,5.0,5.0,2.0,1.0,6110,Northwest Territories,4,"Occupations in education, law and social, community and government services"
Northwest Territories,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6110,Northwest Territories,5,"Occupations in art, culture, recreation and sport"
Northwest Territories,30.0,10.0,5.0,37.0,18.0,22.0,106.0,85.0,6110,Northwest Territories,6,Sales and service occupations
Northwest Territories,11.0,13.0,2.0,2.0,2.0,0.0,15.0,20.0,6110,Northwest Territories,7,"Trades, transport and equipment operators and related occupations"
Northwest Territories,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,6110,Northwest Territories,8,"Natural resources, agriculture and related production occupations"
Northwest Territories,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,6110,Northwest Territories,9,Occupations in manufacturing and utilities
Nunavut,2.0,1.0,4.0,0.0,1.0,0.0,2.0,0.0,6210,Nunavut,0,Management occupations
Nunavut,3.0,0.0,1.0,1.0,3.0,3.0,1.0,3.0,6210,Nunavut,1,"Business, finance and administration occupations"
Nunavut,12.0,13.0,27.0,16.0,18.0,17.0,16.0,40.0,6210,Nunavut,2,Natural and applied sciences and related occupations
Nunavut,2.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,6210,Nunavut,3,Health occupations
Nunavut,6.0,6.0,10.0,2.0,2.0,2.0,1.0,1.0,6210,Nunavut,4,"Occupations in education, law and social, community and government services"
Nunavut,7.0,1.0,8.0,1.0,0.0,2.0,0.0,0.0,6210,Nunavut,5,"Occupations in art, culture, recreation and sport"
Nunavut,98.0,15.0,49.0,71.0,7.0,9.0,46.0,39.0,6210,Nunavut,6,Sales and service occupations
Nunavut,15.0,4.0,32.0,42.0,15.0,29.0,19.0,39.0,6210,Nunavut,7,"Trades, transport and equipment operators and related occupations"
Nunavut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6210,Nunavut,8,"Natural resources, agriculture and related production occupations"
Nunavut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6210,Nunavut,9,Occupations in manufacturing and utilities
